,Unnamed: 0,City,Job title,Company name,Location,Salary,Links,business skills
81,82,Toronto,Office Manager with AR,Floriad Canada Inc.,"Mississauga, ON","$37,000 - $40,000 a year",http://www.indeed.ca/company/FIG-Import-Group-Inc./jobs/Office-Manager-Account-Receivable-fe05b6218f67a690?fccid=8642293559a452e6&vjs=3,customer_service ms_office accounting
82,83,Toronto,Operations Manager,Gate Gourmet - Airline Food Catering Company,"Toronto Pearson International Airport, ON",no salary info,http://www.indeed.ca/company/Gate-Gourmet/jobs/Operation-Manager-b4f6a39c2a5428f8?fccid=1d7e2c6d7e3018a2&vjs=3,food_industry time_management compliance delivery leadership_skills communication_skills customer_service management_skills facility kitchen analytical hospitality travel recruitment hotel
83,84,Toronto,Human Resources Manager/Office Administrator,Nurse Next Door,"Whitby, ON","$40,000 a year",http://www.indeed.ca/company/YMCA---Whitby/jobs/Human-Resource-Manager-Office-Administrator-d987402ad44c1e14?fccid=db046e05e853ef3a&vjs=3,[]
84,85,Toronto,B2B Sales Representative / Manufacturing Agent,LYS,"Greater Toronto Area, ON","$150,000 - $300,000 a year",http://www.indeed.ca/company/Link-Your-Suppliers/jobs/B2b-Sales-Representative-90c4217601b19917?fccid=9a93fac9a2f0b47b&vjs=3,new_product market sales usa selling construction presentation
85,86,Toronto,International Sales Manager,Aceone Spirits Inc.,"Etobicoke, ON","$50,000 a year",http://www.indeed.ca/company/Aceone-Spirits-Inc./jobs/International-Sales-Manager-f3d19e6926fd7e6a?fccid=7d8c42e3b949516b&vjs=3,market new_business_development international_business selling international_business_development business_development new_business
86,87,Toronto,Manager Community Planning,City of Toronto,"Toronto, ON","$109,600 - $128,765 a year",http://www.indeed.ca/rc/clk?jk=090b5a914f0f2e25&fccid=f2087b51205d4920&vjs=3,compliance delivery communication_skills ca policies medical negotiation senior_management hiring partnerships
87,88,Toronto,Sales Manager/Business Development,MCR Rental Solutions,"Toronto, ON","$60,000 - $75,000 a year",http://www.indeed.ca/company/MCR-Rental-Solutions/jobs/Sales-Manager-Business-Development-ab54d6ccf41def0a?fccid=176453e6b7072bb4&vjs=3,strategy regional_sales primary sales communication_skills· technology_sales selling customer_satisfaction sales_manager sales_strategy crm business_development sales_management verbal_communication
88,89,Toronto,Manager Payment Card Industry Compliance,City of Toronto,"Toronto, ON","$127,145 - $149,404 a year",http://www.indeed.ca/rc/clk?jk=4f8830e72e928bb8&fccid=f2087b51205d4920&vjs=3,compliance communication_skills ca project_management insurance presentation_skills finance accounting policies medical senior_management presentation analytical event_management hiring
89,90,Toronto,"Manager, Investment Finance Real Estate (Valuations)",CPP Investment Board,"Toronto, ON",no salary info,http://www.indeed.ca/rc/clk?jk=311c9fd45d1543a7&fccid=8e6d7fd4989738e8&vjs=3,retail market financial_reporting communication_skills finance ms_office brokerage senior_management excel analytics real_estate equity hotel
90,91,Toronto,Strategic Business Manager,TribalScale,"Toronto, ON",$43.50 an hour,http://www.indeed.ca/rc/clk?jk=9c6c09e3713e18a3&fccid=8e59942c957604f7&vjs=3,business_manager budgeting communication_skills forecasting business_operations events middle_east region kitchen interpersonal_skills excel analytics analytical general_management verbal_communication operations
91,92,Toronto,VP of People,Hiku Brands,"Toronto, ON","$85,000 - $110,000 a year",http://www.indeed.ca/rc/clk?jk=0f4e268aa81d8dab&fccid=a218e514193283fc&vjs=3,strategy retail compliance policies mba talent_acquisition operations
92,93,Toronto,"Supervisor, Facility Operations",City of Mississauga,"Mississauga, ON",no salary info,http://www.indeed.ca/rc/clk?jk=22fcd820ec6b8cc9&fccid=32c01abb6b482c7f&vjs=3,facility_management time_management compliance technical_skills primary financial_reporting customer_service college management_skills facility written_communication policies interpersonal_skills excel operations recruitment
93,94,Toronto,Customer Business Development Manager,Canada Bread,"Etobicoke, ON",no salary info,http://www.indeed.ca/rc/clk?jk=f3a72ea99dbf5214&fccid=76a659fe3cc4eb1a&vjs=3,profitability marketing budgeting field_sales relationship sales selling customer_relationship presentation_skills finance marketing_initiatives negotiation_skills category_management negotiation relationship_building presentation analytical r business_opportunities new_business customer_operations operations
94,95,Toronto,Experienced Automotive Dealership Sub-Prime/Business Manager,Roadsport Chrysler,"Scarborough, ON",no salary info,http://www.indeed.ca/company/Roadsport-Chrysler/jobs/Experienced-Automotive-Dealership-Sub-Prime-Business-Manager-54e1c3b612c0d39b?fccid=8cca68b52c993353&vjs=3,team_building business_manager profitability compliance delivery sales customer_experience communication_skills insurance customer_satisfaction customer_service finance now policies financial_management business_growth interpersonal_skills general_management operations
95,96,Toronto,"Manager, English for Academic Purposes",York University,"Toronto, ON","$81,985 - $92,233 a year",http://www.indeed.ca/rc/clk?jk=06e9a78dcbea8b7d&fccid=78311129365d34c7&vjs=3,market time_management project_management management_skills written_communication dealing excel analytical hiring new_business
96,97,Toronto,"Manager, Recruitment",York University,"Toronto, ON","$81,985 - $92,233 a year",http://www.indeed.ca/rc/clk?jk=5f3e59dd5339f61d&fccid=78311129365d34c7&vjs=3,legal strategy market marketing compliance relationship customer_service presentation_skills written_communication mba senior_management business_development presentation analytical proposals international_marketing new_business relationship_management online_marketing travel recruitment
97,98,Toronto,"Manager, Emergency Preparedness",York University,"Toronto, ON","$81,985 - $92,233 a year",http://www.indeed.ca/rc/clk?jk=9797f429131aad31&fccid=78311129365d34c7&vjs=3,delivery database_management relationship communication_skills presentation_skills management_skills excel presentation verbal_communication operations
98,99,Toronto,"Director, SAP Business Applications",The Createch Group,"Toronto, ON","$130,000 a year",http://www.indeed.ca/company/Bell-(The-Createch-Group)/jobs/Director-51014b05fcb8e169?fccid=ad31bba837421af6&vjs=3,shares strategy delivery salesforce college operations
99,100,Toronto,"Project Leader, City Customer Service Strategy",City of Mississauga,"Mississauga, ON",$42.16 - $56.22 an hour,http://www.indeed.ca/rc/clk?jk=1008957dd20f2e3f&fccid=32c01abb6b482c7f&vjs=3,strategy marketing delivery primary project_management customer_service management_skills service_delivery negotiation interpersonal_skills excel presentation hiring partnerships verbal_communication recruitment
100,101,Toronto,People and Culture Business Partner - North America,Vend,"Toronto, ON",no salary info,http://www.indeed.ca/rc/clk?jk=1f2318ba82d2b8e6&fccid=945f131f6fe108b1&vjs=3,retail compliance relationship events region relationship_building hiring options stock advisor operations recruitment
101,102,Toronto,Branch Manager,Pride in Personnel,"Scarborough, ON","$68,000 - $75,000 a year",http://www.indeed.ca/rc/clk?jk=f34c394d79f48ab8&fccid=bb3387c0f4b7ecce&vjs=3,profitability inside_sales solution_selling primary sales selling operational_excellence technical_sales excel new_business operations
102,103,Toronto,"Business Manager, Consumer Channel",Apple,"Toronto, ON",no salary info,http://www.indeed.ca/rc/clk?jk=4977861d331ee15c&fccid=c1099851e9794854&vjs=3,strategy retail business_manager channel_development market marketing sales_initiatives sales customer_experience leadership_skills share presentation_skills finance negotiation_skills mba demand_generation category_management negotiation business_management presentation analytical business_intelligence stock business_opportunities partnerships new_business operations
103,104,Toronto,Firm Administrator / Office Manager,Sixsense Strategy Group Inc.,"Toronto, ON",no salary info,http://www.indeed.ca/company/Sixsense-Strategy-Group/jobs/Firm-Administrator-e5aaa8c2dec949ef?fccid=e837376eec7e5f26&vjs=3,strategy consulting college policies medical hiring business_strategy operations
104,105,Toronto,Office Administrator / Manager,Marble View Inc,"Toronto, ON",no salary info,http://www.indeed.ca/company/Marble-View-Inc/jobs/Office-Administrator-c25bde641ffb7eb2?fccid=c91c59e2f2df7558&vjs=3,customer_service kitchen
105,106,Toronto,Office Administrator / Patient Manager,Leaside Orthodontic Centre,"Toronto, ON",no salary info,http://www.indeed.ca/company/Leaside-Orthodontic-Centre/jobs/Office-Administrator-de4067990d8253dd?fccid=3d34b43393565fa3&vjs=3,[]
106,107,Toronto,VP HR,NK TECHNOLABS,"Scarborough, ON","$120,000 a year",http://www.indeed.ca/company/NK-TECHNOLABS/jobs/VP-Human-Resource-13dc1076c5aa0b00?fccid=5c8b92583117aa9c&vjs=3,profitability compliance primary communication_skills strategic_planning written_communication policies strategic_thinking retention operations recruitment
107,108,Toronto,"Manager, Bids & Proposal - Finance",Thales,"Toronto, ON",no salary info,http://www.indeed.ca/rc/clk?jk=937f5cc6a83c8624&fccid=b920aab5fd60595d&vjs=3,marketing delivery rfp primary communication_skills ca project_management finance management_skills written_communication accounting mba negotiation proposals defence equity new_business recruitment
108,109,Toronto,Finance Operations Manager- Brampton Regular Employee FT,Coca-Cola Refreshments,"Brampton, ON",no salary info,http://www.indeed.ca/rc/clk?jk=7b408986a3ace9a7&fccid=681e47a680e081c9&vjs=3,profitability compliance budgeting strategic_planning finance accounting policies excel talent_acquisition operations_management operations travel
109,110,Toronto,"Associate Manager, Innovation Business Partner",The Nielsen Company,"Markham, ON",no salary info,http://www.indeed.ca/company/Nielsen/jobs/Associate-Manager-18d56bf373bbf7de?fccid=683f563b5cc25b70&vjs=3,new_product marketing time_management analytical_skills forecasting consulting project_management selling business_development presentation analytical r new_business advisor recruitment
110,111,Toronto,"product manager, Category Hot Beverage - Toronto, ON",Starbucks,"North York, ON",no salary info,http://www.indeed.ca/rc/clk?jk=a824f2488d9a42c7&fccid=a88e611ddef97571&vjs=3,strategy positioning retail new_product profitability market marketing primary promotions forecasting share product_innovation brand_management now mba data_analysis operations
111,112,Toronto,"P/T and F/T Account Managers. Base $4,000-$6,000 a month + commission",Autokloak Inc.,"Burlington, ON","$4,000 - $6,000 a month",http://www.indeed.ca/company/Autokloak/jobs/P-T-F-T-Account-Manager-Base-e9eb0c4f095e206c?fccid=086c24b6363fc3ab&vjs=3,market sales social_media
112,113,Toronto,Distribution Centre Operations Manager,Rennievate Inc,"Greater Toronto Area, ON","$125,000 a year",http://www.indeed.ca/company/Rennievate-Inc/jobs/Distribution-Centre-Operation-Manager-4f9fb25602565431?fccid=011b38ab3e765e48&vjs=3,compliance primary sales distribution finance facility continuous_improvement policies excel consumer_goods operations
113,114,Toronto,Vendor of Record,York University,"Toronto, ON","$66,221 a year",http://www.indeed.ca/rc/clk?jk=be05ecf6efebf3d2&fccid=78311129365d34c7&vjs=3,quality_standards customer_service college excel risk_management supply_chain_management operations
114,115,Toronto,"Manager, Business Planning & Analysis",Apotex Inc.,"North York, ON",no salary info,http://www.indeed.ca/rc/clk?jk=18297dbed3cc0244&fccid=10c9cd41a5b83896&vjs=3,compliance sales leadership_skills communication_skills forecasting business_planning strategic_planning finance management_skills written_communication senior_management excel analytical executive_management recruitment
115,116,Toronto,"Manager, Finance, Bell Media Controller",Bell,"Toronto, ON",no salary info,http://www.indeed.ca/rc/clk?jk=80c77cba266e83d4&fccid=6d9b8e75dfffb17e&vjs=3,legal compliance analytical_skills financial_reporting ca business_operations advertising finance accounting policies senior_management interpersonal_skills presentation analytical operations
116,117,Toronto,International Sales and Marketing Manager,Stanford International College,"Greater Toronto Area, ON",no salary info,http://www.indeed.ca/company/Scarborough-International-College/jobs/International-Sales-Marketing-Manager-ca5095389fa576f5?fccid=575f49f6da8eaa90&vjs=3,sales_and_marketing marketing relationship sales distribution customer_satisfaction college marketing_initiatives policies relationship_building analytical retention hiring partnerships equity travel marketing_manager recruitment
117,118,Toronto,Full Time Office Manager: Permanent,Wagener's Meat Products,"Etobicoke, ON",no salary info,http://www.indeed.ca/company/Wagener's-Meat-Products/jobs/Office-Manager-227caedbadb4233f?fccid=ea1b4770cbe9934c&vjs=3,distribution accounting policies operations
118,119,Toronto,Senior Business Operations Manager,Old Navy,"Vaughan, ON",no salary info,http://www.indeed.ca/company/Old-Navy/jobs/Senior-Business-Operation-Manager-3eb102c2bec14711?fccid=be9421d3725f4746&vjs=3,retail profitability navy sales customer_experience insurance business_operations hiring life_insurance stock operations travel
119,120,Toronto,Accommodation Services Manager (NOC 0632),Canadian Student Communities Inc,"Toronto, ON","$90,000 - $110,000 a year",http://www.indeed.ca/company/Canadian-Student-Communities-Inc./jobs/Accommodation-Service-Manager-35ae0fc4777bdc02?fccid=80b499c131a96cc0&vjs=3,marketing budgeting primary social_media hotel_management college events medical public_relations hotel
120,121,Toronto,Accommodation Services Manager (NOC 0632),Canadian Student Communities Inc,"Toronto, ON","$90,000 - $110,000 a year",http://www.indeed.ca/company/Canadian-Student-Communities-Inc./jobs/Accommodation-Service-Manager-35ae0fc4777bdc02?fccid=80b499c131a96cc0&vjs=3,marketing budgeting primary social_media hotel_management college events medical public_relations hotel
121,122,Toronto,"Manager, Business Systems Analysis",TD Bank,"Toronto, ON",no salary info,http://www.indeed.ca/rc/clk?jk=d6bbb7484929aab6&fccid=d7114f1cac8d0711&vjs=3,retail use_cases delivery bank primary banking project_management share presentation_skills process_improvement presentation financial_institutions risk_management analytical technology_solutions securities options sql recruitment
122,123,Toronto,General Manager,Cynergy Mechanical Ltd.,"Etobicoke, ON",no salary info,http://www.indeed.ca/rc/clk?jk=e0b96bbff213a9be&fccid=cb53ac8577a471bc&vjs=3,time_management delivery analytical_skills sales ca customer_satisfaction management_skills service_delivery policies analytical r financial_analysis operations recruitment
123,124,Toronto,Supervisor of Facilities (Asset Management),The Town of Whitby,"Whitby, ON",no salary info,http://www.indeed.ca/rc/clk?jk=c8cd72119fc2c61e&fccid=1879aa85c56f401c&vjs=3,team_building life_cycle data_collection time_management budgeting relationship project_management customer_service management_skills facility accounting negotiation_skills construction financial_management electrical negotiation interpersonal_skills excel analytical proposals operations
124,125,Toronto,Retail Management Internship Program - Eaton Centre,Nordstrom,"Toronto, ON",no salary info,http://www.indeed.ca/rc/clk?jk=3988f03d78ad19b8&fccid=68ce5c21322a81a4&vjs=3,retail sales leadership_skills selling share management_skills merchandising dealing general_management
125,126,Toronto,Project Management Leader,Honeywell,"Markham, ON",no salary info,http://www.indeed.ca/rc/clk?jk=de5a86dab87b507c&fccid=50208b5bf45ee3b8&vjs=3,market market_penetration delivery sales leadership_skills communication_skills project_management customer_satisfaction policies product_support business_growth closure
126,127,Toronto,Junior Project Manager,POI Business Interiors Inc.,"Markham, ON",no salary info,http://www.indeed.ca/company/POI-Business-Interiors-Inc./jobs/Junior-Project-Manager-9753fb8515347e52?fccid=49b6b818f2f70018&vjs=3,delivery leadership_skills project_management project_manager excel
127,128,Toronto,Events Manager,Lavelle,"Toronto, ON",no salary info,http://www.indeed.ca/company/Lavelle/jobs/Event-Manager-2f3441c8dca0c648?fccid=d9a9cfdcf02aeab3&vjs=3,gm rfp’ sales staffing customer_service events proposals new_business operations
128,129,Toronto,Finance Manager,Moen,"Oakville, ON",no salary info,http://www.indeed.ca/rc/clk?jk=439445f3f4bfb505&fccid=3f7079a9e9b76fc2&vjs=3,fx new_product marketing budgeting analytical_skills sales financial_reporting communication_skills forecasting ca business_operations advertising finance written_communication accounting policies business_analysis new_product_development process_improvement excel finance_manager analytical business_opportunities new_business operations travel executive_management
